origin,destination,N,credit,pop.destination,pop.origin,rate.of.destpop,rate.of.origpop,SMvR.by.origin.fitted,SMvR.by.destination.fitted,Nmin,N.lower,N.upper,rate.of.destpop.lower,rate.of.destpop.upper,rate.of.origpop.lower,rate.of.origpop.upper
Boston_Allston/Brighton,Boston_South Boston,161,All,37911,75009,4.24678853103321,2.14640909757496,1.1913242379551,0.798820381328415,161,159,163,2.24678853103321,6.24678853103321,0.146409097574958,4.14640909757496
Boston_Allston/Brighton,Boston_South End,189,All,30100,75009,6.27906976744186,2.51969763628365,1.76142700563069,0.95595342616712,189,187,191,4.27906976744186,8.27906976744186,0.519697636283646,4.51969763628365
Boston_Allston/Brighton,Boston_West Roxbury,137,All,30445,75009,4.49991788471013,1.82644749296751,1.26233298542853,0.665660806989334,137,135,139,2.49991788471013,6.49991788471013,-0.173552507032489,3.82644749296751
Boston_Allston/Brighton,BRPC_Developing Suburbs,69,All,44302,75009,1.55749176109431,0.91988961324641,0.43691313373581,0.470424408636401,69,67,71,-0.442508238905693,3.55749176109431,-1.08011038675359,2.91988961324641
Boston_Allston/Brighton,BRPC_Regional Urban Centers,73,All,60865,75009,1.19937566746077,0.973216547347652,0.336453132200573,0.48107234752558,73,71,75,-0.800624332539226,3.19937566746077,-1.02678345265235,2.97321654734765
Boston_Allston/Brighton,BRPC_Rural Towns,67,All,26052,75009,2.5717795178873,0.89322614619579,0.721444746294022,0.502279706125858,67,65,69,0.571779517887302,4.5717795178873,-1.10677385380421,2.89322614619579
Boston_Allston/Brighton,Cambridge_All,,All,105162,75009,,,0,0,0,,,,,,
Boston_Allston/Brighton,CMRPC_Developing Suburbs,106,All,335823,75009,0.315642466418322,1.41316375368289,0.0885451484160877,0.5073227046872,106,104,108,-1.68435753358168,2.31564246641832,-0.586836246317109,3.41316375368289
Boston_Allston/Brighton,CMRPC_Regional Urban Centers,78,All,30526,75009,2.55519884688462,1.0398752149742,0.716793477434576,0.464379083956518,78,76,80,0.555198846884623,4.55519884688462,-0.960124785025797,3.0398752149742
Boston_Allston/Brighton,Everett_All,151,All,41667,75009,3.62397100823193,2.01309176232185,1.01660924913134,0.712063932124382,151,149,153,1.62397100823193,5.62397100823193,0.0130917623218547,4.01309176232185
Boston_Allston/Brighton,Framingham_All,104,All,68318,75009,1.52229280716649,1.38650028663227,0.427038997866211,0.475036470999246,104,102,106,-0.477707192833514,3.52229280716649,-0.613499713367729,3.38650028663227
Boston_Allston/Brighton,FRCOG_Developing Suburbs,74,All,38857,75009,1.90441876624546,0.986548280872962,0.534234332335071,0.47290330915027,74,72,76,-0.0955812337545359,3.90441876624546,-1.01345171912704,2.98654828087296
Boston_Allston/Brighton,FRCOG_Rural Towns,73,All,32515,75009,2.24511763801322,0.973216547347652,0.629808392784495,0.494306679434068,73,71,75,0.245117638013225,4.24511763801323,-1.02678345265235,2.97321654734765
Boston_Allston/Brighton,ICC_Inner Core,,All,430701,75009,,,0.00065131857171448,0.00479001226148874,1,,,,,,
Boston_Allston/Brighton,ICC_Maturing Suburbs,117,All,53631,75009,2.18157408961235,1.5598128224613,0.611982930362137,0.614470115883802,117,115,119,0.181574089612351,4.18157408961235,-0.440187177538695,3.5598128224613
Boston_Allston/Brighton,MAGIC_Developing Suburbs,100,All,49322,75009,2.02749280240055,1.33317335253103,0.568759499120064,0.526498005033482,100,98,102,0.0274928024005514,4.02749280240055,-0.66682664746897,3.33317335253103
Boston_Allston/Brighton,MAGIC_Maturing Suburbs,133,All,118433,75009,1.12299781310952,1.77312055886627,0.315027344580883,0.594892728129104,133,131,135,-0.877002186890478,3.12299781310952,-0.226879441133731,3.77312055886627
Boston_Allston/Brighton,Metrowest_Developing Suburbs,85,All,13547,75009,6.27445190817155,1.13319734965138,1.76013158730788,0.572274893687608,85,83,87,4.27445190817155,8.27445190817155,-0.866802650348625,3.13319734965138
Boston_Allston/Brighton,Metrowest_Maturing Suburbs,137,All,111603,75009,1.22756556723386,1.82644749296751,0.344361063245358,0.701113336527856,137,135,139,-0.772434432766144,3.22756556723386,-0.173552507032489,3.82644749296751
Boston_Allston/Brighton,Metrowest_Regional Urban Centers,91,All,38499,75009,2.36369775838333,1.21318775080324,0.663072910314445,0.489586619700289,91,89,93,0.363697758383335,4.36369775838334,-0.786812249196763,3.21318775080324
Boston_Allston/Brighton,MRPC_Developing Suburbs,97,All,111409,75009,0.870665745137287,1.2931781519551,0.244242254531787,0.500861658155957,97,95,99,-1.12933425486271,2.87066574513729,-0.706821848044901,3.2931781519551
Boston_Allston/Brighton,MRPC_Regional Urban Centers,94,All,111476,75009,0.84323082995443,1.25318295137917,0.236546114452114,0.476402417354149,94,92,96,-1.15676917004557,2.84323082995443,-0.746817048620832,3.25318295137917
Boston_Allston/Brighton,MRPC_Rural Towns,77,All,22894,75009,3.36332663579977,1.02654348144889,0.943492361842048,0.507109993313813,77,75,79,1.36332663579977,5.36332663579977,-0.973456518551107,3.02654348144889
Boston_Allston/Brighton,MVPC_Regional Urban Centers,100,All,141833,75009,0.705054535968357,1.33317335253103,0.197784408533979,0.491108728086886,100,98,102,-1.29494546403164,2.70505453596836,-0.66682664746897,3.33317335253103
Boston_Allston/Brighton,NMCOG_Developing Suburbs,97,All,77376,75009,1.25361869313482,1.2931781519551,0.35166957887629,0.503529830594833,97,95,99,-0.746381306865178,3.25361869313482,-0.706821848044901,3.2931781519551
Boston_Allston/Brighton,NMCOG_Maturing Suburbs,111,All,103006,75009,1.07760712968177,1.47982242130944,0.302294188467815,0.529246526003589,111,109,113,-0.922392870318234,3.07760712968177,-0.520177578690557,3.47982242130944
Boston_Allston/Brighton,NSPC_Maturing Suburbs,135,All,165801,75009,0.814229105976442,1.79978402591689,0.228410447591147,0.620147352417265,135,133,137,-1.18577089402356,2.81422910597644,-0.20021597408311,3.79978402591689
Boston_Allston/Brighton,NSPC_Regional Urban Centers,111,All,38120,75009,2.91185729275971,1.47982242130944,0.816844574431159,0.559087383108207,111,109,113,0.911857292759706,4.91185729275971,-0.520177578690557,3.47982242130944
Boston_Allston/Brighton,NSTF_Developing Suburbs,99,All,56482,75009,1.75277079423533,1.31984161900572,0.491693503336352,0.526740704563246,99,97,101,-0.247229205764668,3.75277079423533,-0.680158380994281,3.31984161900572
Boston_Allston/Brighton,NSTF_Maturing Suburbs,110,All,63498,75009,1.73233802639453,1.46649068778413,0.48596163055781,0.538551415854979,110,108,112,-0.267661973605468,3.73233802639453,-0.533509312215867,3.46649068778413
Boston_Allston/Brighton,NSTF_Regional Urban Centers,114,All,160882,75009,0.708593876257133,1.51981762188537,0.19877727687239,0.520457164837138,114,112,116,-1.29140612374287,2.70859387625713,-0.480182378114626,3.51981762188537
Boston_Allston/Brighton,OCPC_Developing Suburbs,105,All,196341,75009,0.534783870918453,1.39983202015758,0.15001947538405,0.457119928618857,105,103,107,-1.46521612908155,2.53478387091845,-0.600167979842419,3.39983202015758
Boston_Allston/Brighton,PVPC_Developing Suburbs,86,All,183765,75009,0.467989007700052,1.14652908317669,0.131281942553891,0.467203565666016,86,84,88,-1.53201099229995,2.46798900770005,-0.853470916823315,3.14652908317669
Boston_Allston/Brighton,PVPC_Maturing Suburbs,67,All,15784,75009,4.24480486568677,0.89322614619579,1.19076777308996,0.491037386590028,67,65,69,2.24480486568677,6.24480486568677,-1.10677385380421,2.89322614619579
Boston_Allston/Brighton,PVPC_Regional Urban Centers,85,All,245055,75009,0.346860908775581,1.13319734965138,0.0973026570086709,0.43896662825921,85,83,87,-1.65313909122442,2.34686090877558,-0.866802650348625,3.13319734965138
Boston_Allston/Brighton,PVPC_Rural Towns,75,All,23906,75009,3.13728771019828,0.999880014398272,0.88008311769848,0.486751387212947,75,73,77,1.13728771019828,5.13728771019828,-1.00011998560173,2.99988001439827
Boston_Allston/Brighton,Somerville_2143,186,All,20535,75009,9.05770635500365,2.47970243570772,2.54090003355323,1.00086577469775,186,184,188,7.05770635500365,11.0577063550037,0.479702435707715,4.47970243570772
Boston_Allston/Brighton,Somerville_2144,157,All,29409,75009,5.338501819171,2.09308216347372,1.49757553621312,0.806136530347985,157,155,159,3.338501819171,7.338501819171,0.0930821634737167,4.09308216347372
Boston_Allston/Brighton,Somerville_2145,152,All,25810,75009,5.8891902363425,2.02642349584717,1.65205661153474,0.826395615720466,152,150,154,3.8891902363425,7.8891902363425,0.026423495847165,4.02642349584717
Boston_Allston/Brighton,SRPEDD_Developing Suburbs,105,All,291925,75009,0.359681425023551,1.39983202015758,0.100899113869589,0.490269335065703,105,103,107,-1.64031857497645,2.35968142502355,-0.600167979842419,3.39983202015758
Boston_Allston/Brighton,SRPEDD_Maturing Suburbs,86,All,23184,75009,3.70945479641132,1.14652908317669,1.04058946572705,0.530776733789816,86,84,88,1.70945479641132,5.70945479641132,-0.853470916823315,3.14652908317669
Boston_Allston/Brighton,SRPEDD_Regional Urban Centers,97,All,117632,75009,0.824605549510337,1.2931781519551,0.231321284473033,0.469850408799323,97,95,99,-1.17539445048966,2.82460554951034,-0.706821848044901,3.2931781519551
Boston_Allston/Brighton,SSC_Developing Suburbs,96,All,43578,75009,2.20294644086466,1.27984641842979,0.617978378424338,0.513938549971257,96,94,98,0.202946440864657,4.20294644086466,-0.720153581570212,3.27984641842979
Boston_Allston/Brighton,SSC_Maturing Suburbs,118,All,205187,75009,0.575085166214234,1.57314455598661,0.161324938219321,0.478466753594957,118,116,120,-1.42491483378577,2.57508516621423,-0.426855444013385,3.57314455598662
Boston_Allston/Brighton,SWAP_Developing Suburbs,112,All,109836,75009,1.01970210131469,1.49315415483475,0.286050463759348,0.611022684960949,112,110,114,-0.980297898685313,3.01970210131469,-0.506845845165247,3.49315415483475
Boston_Allston/Brighton,SWAP_Regional Urban Centers,86,All,27999,75009,3.0715382692239,1.14652908317669,0.861638850438081,0.547975411272477,86,84,88,1.0715382692239,5.0715382692239,-0.853470916823315,3.14652908317669
Boston_Allston/Brighton,TRIC_Developing Suburbs,110,All,46524,75009,2.36437107729344,1.46649068778413,0.663261792132228,0.550095323605523,110,108,112,0.36437107729344,4.36437107729344,-0.533509312215867,3.46649068778413
Boston_Allston/Brighton,TRIC_Maturing Suburbs,145,All,176335,75009,0.822298465988034,1.93310136116999,0.230674093189779,0.670391901310327,145,143,147,-1.17770153401197,2.82229846598803,-0.066898638830007,3.93310136116999
Boston_Allston/Brighton,TRIC_Regional Urban Centers,99,All,28602,75009,3.46129641283826,1.31984161900572,0.970975192484575,0.523177043413267,99,97,101,1.46129641283826,5.46129641283826,-0.680158380994281,3.31984161900572
Boston_Allston/Brighton,Worcester_Burncoat,82,All,39294,75009,2.08683259530717,1.09320214907544,0.585405709085149,0.471485637354075,82,80,84,0.0868325953071714,4.08683259530717,-0.906797850924556,3.09320214907544
Boston_Allston/Brighton,Worcester_Doherty,86,All,63489,75009,1.35456535777851,1.14652908317669,0.379987496628012,0.482221426136009,86,84,88,-0.645434642221487,3.35456535777851,-0.853470916823315,3.14652908317669
Boston_Allston/Brighton,Worcester_North,84,All,38552,75009,2.17887528532891,1.11986561612607,0.611225852176381,0.496204562672796,84,82,86,0.178875285328906,4.17887528532891,-0.880134383873935,3.11986561612606
Boston_Allston/Brighton,Worcester_South,81,All,39710,75009,2.03978846638126,1.07987041555013,0.572208722554416,0.461940585151915,81,79,83,0.039788466381264,4.03978846638126,-0.920129584449866,3.07987041555013
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Boston_Allston/Brighton,,All,75009,55232,,,0,0,0,,,,,,
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Boston_Charlestown,,All,16439,55232,,,0,0,0,,,,,,
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Boston_Dorchester,176,All,128863,55232,1.36579157710126,3.18655851680185,0.22969122279613,1.24734310271259,176,174,178,-0.634208422898738,3.36579157710126,1.18655851680185,5.18655851680185
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Boston_East Boston,315,All,40517,55232,7.77451440136239,5.70321552723059,1.3074745440187,1.86539415734702,315,313,317,5.77451440136239,9.77451440136239,3.70321552723059,7.70321552723059
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Boston_Fenway,,All,46678,55232,,,0,0,0,,,,,,
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Boston_Hyde Park,113,All,34486,55232,3.27669199095285,2.04591541135574,0.551055814625546,0.913198932736317,113,111,115,1.27669199095285,5.27669199095285,0.0459154113557356,4.04591541135574
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Boston_Jamaica Plain,142,All,35775,55232,3.96925227113906,2.57097334878331,0.667526746415608,0.885247201107785,142,140,144,1.96925227113906,5.96925227113906,0.570973348783314,4.57097334878331
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Boston_Mattapan,110,All,22082,55232,4.98143284122815,1.99159907300116,0.837749638936059,0.928327422065088,110,108,112,2.98143284122815,6.98143284122815,-0.00840092699884121,3.99159907300116
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Boston_Roslindale,117,All,26808,55232,4.36436884512086,2.11833719582851,0.733975251843876,0.858498924791473,117,115,119,2.36436884512086,6.36436884512086,0.118337195828505,4.11833719582851
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Boston_Roxbury,252,All,43129,55232,5.842936307357,4.56257242178447,0.982632495073024,1.57348748105189,252,250,254,3.842936307357,7.842936307357,2.56257242178447,6.56257242178447
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Boston_South Boston,,All,37911,55232,,,0,0,0,,,,,,
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Boston_South End,,All,30100,55232,,,0,0,0,,,,,,
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Boston_West Roxbury,113,All,30445,55232,3.71161110198719,2.04591541135574,0.624198089117313,0.745647333963189,113,111,115,1.71161110198719,5.71161110198719,0.0459154113557356,4.04591541135574
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",BRPC_Developing Suburbs,66,All,44302,55232,1.48977472800325,1.1949594438007,0.250542018784516,0.611092985070857,66,64,68,-0.51022527199675,3.48977472800325,-0.805040556199305,3.1949594438007
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",BRPC_Regional Urban Centers,70,All,60865,55232,1.15008625646924,1.26738122827346,0.193415103005762,0.626481397544067,70,68,72,-0.849913743530765,3.15008625646924,-0.732618771726535,3.26738122827346
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",BRPC_Rural Towns,65,All,26052,55232,2.49500998003992,1.1768539976825,0.419596886386002,0.661769567120845,65,63,67,0.49500998003992,4.49500998003992,-0.823146002317497,3.1768539976825
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Cambridge_All,,All,105162,55232,,,0,0,0,,,,,,
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",CMRPC_Developing Suburbs,99,All,335823,55232,0.294798152598244,1.79243916570104,0.0495775118865815,0.643481750194093,99,97,101,-1.70520184740176,2.29479815259824,-0.207560834298957,3.79243916570104
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",CMRPC_Regional Urban Centers,76,All,30526,55232,2.48968092773374,1.37601390498262,0.418700676040973,0.61448918822737,76,74,78,0.489680927733735,4.48968092773374,-0.623986095017381,3.37601390498262
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Everett_All,152,All,41667,55232,3.64797081623347,2.75202780996524,0.613495420204322,0.973437863269242,152,150,154,1.64797081623347,5.64797081623347,0.752027809965238,4.75202780996524
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Framingham_All,95,All,68318,55232,1.39055592962323,1.72001738122827,0.233855953716933,0.5893045928037,95,93,97,-0.609444070376767,3.39055592962323,-0.279982618771727,3.72001738122827
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",FRCOG_Developing Suburbs,72,All,38857,55232,1.85294798877937,1.30359212050985,0.311618475656193,0.624878720609426,72,70,74,-0.14705201122063,3.85294798877937,-0.696407879490151,3.30359212050985
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",FRCOG_Rural Towns,72,All,32515,55232,2.21436260187606,1.30359212050985,0.372399172953182,0.662107826034997,72,70,74,0.214362601876057,4.21436260187606,-0.696407879490151,3.30359212050985
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",ICC_Inner Core,,All,430701,55232,,,0.000390466778724706,0.00650517869572003,1,,,,,,
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",ICC_Maturing Suburbs,117,All,53631,55232,2.18157408961235,2.11833719582851,0.366884983525025,0.834494295378189,117,115,119,0.181574089612351,4.18157408961235,0.118337195828505,4.11833719582851
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",MAGIC_Developing Suburbs,92,All,49322,55232,1.86529337820851,1.6657010428737,0.313694654512041,0.657820135986239,92,90,94,-0.134706621791493,3.86529337820851,-0.334298957126304,3.6657010428737
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",MAGIC_Maturing Suburbs,115,All,118433,55232,0.971013146673647,2.08212630359212,0.163299584468042,0.698566034249396,115,113,117,-1.02898685332635,2.97101314667365,0.0821263035921205,4.08212630359212
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Metrowest_Developing Suburbs,77,All,13547,55232,5.6839152579907,1.39411935110081,0.955889220409703,0.704042860393647,77,75,79,3.6839152579907,7.6839152579907,-0.605880648899189,3.39411935110081
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Metrowest_Maturing Suburbs,114,All,111603,55232,1.02147791726029,2.06402085747393,0.171786468600666,0.792309965448525,114,112,116,-0.978522082739711,3.02147791726029,0.0640208574739281,4.06402085747393
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Metrowest_Regional Urban Centers,85,All,38499,55232,2.20784955453388,1.53896292004635,0.371303844915409,0.621054452100035,85,83,87,0.207849554533884,4.20784955453388,-0.46103707995365,3.53896292004635
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",MRPC_Developing Suburbs,91,All,111409,55232,0.816810132036012,1.6475955967555,0.137366580058877,0.638131305662569,91,89,93,-1.18318986796399,2.81681013203601,-0.352404403244496,3.6475955967555
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",MRPC_Regional Urban Centers,88,All,111476,55232,0.789407585489253,1.59327925840093,0.132758172356282,0.605691363249936,88,86,90,-1.21059241451075,2.78940758548925,-0.406720741599073,3.59327925840093
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",MRPC_Rural Towns,73,All,22894,55232,3.18860836900498,1.32169756662804,0.536242401530366,0.652915396461946,73,71,75,1.18860836900498,5.18860836900498,-0.678302433371958,3.32169756662804
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",MVPC_Regional Urban Centers,96,All,141833,55232,0.676852354529623,1.73812282734647,0.113829260313869,0.640282292903869,96,94,98,-1.32314764547038,2.67685235452962,-0.261877172653534,3.73812282734647
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",NMCOG_Developing Suburbs,91,All,77376,55232,1.1760752688172,1.6475955967555,0.197785790397273,0.641530736092963,91,89,93,-0.823924731182796,3.1760752688172,-0.352404403244496,3.6475955967555
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",NMCOG_Maturing Suburbs,103,All,103006,55232,0.999941750965963,1.86486095017381,0.168164636065292,0.666952443176193,103,101,105,-1.00005824903404,2.99994175096596,-0.135139049826188,3.86486095017381
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",NSPC_Maturing Suburbs,125,All,165801,55232,0.753915838867076,2.26318076477404,0.126789368025155,0.779818877768567,125,123,127,-1.24608416113292,2.75391583886708,0.263180764774044,4.26318076477404
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",NSPC_Regional Urban Centers,102,All,38120,55232,2.67576075550892,1.84675550405562,0.44999454539554,0.697717298464442,102,100,104,0.675760755508919,4.67576075550892,-0.15324449594438,3.84675550405562
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",NSTF_Developing Suburbs,94,All,56482,55232,1.6642470167487,1.70191193511008,0.279883796855103,0.679222627090528,94,92,96,-0.335752983251301,3.6642470167487,-0.298088064889919,3.70191193511008
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",NSTF_Maturing Suburbs,112,All,63498,55232,1.76383508141989,2.02780996523754,0.296631963071484,0.74468930281013,112,110,114,-0.236164918580113,3.76383508141989,0.0278099652375436,4.02780996523754
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",NSTF_Regional Urban Centers,112,All,160882,55232,0.69616240474385,2.02780996523754,0.117076717041764,0.694417678896755,112,110,114,-1.30383759525615,2.69616240474385,0.0278099652375436,4.02780996523754
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",OCPC_Developing Suburbs,105,All,196341,55232,0.534783870918453,1.9010718424102,0.0899369737684361,0.620801505029183,105,103,107,-1.46521612908155,2.53478387091845,-0.0989281575898031,3.9010718424102
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",PVPC_Developing Suburbs,85,All,183765,55232,0.462547275052377,1.53896292004635,0.0777886252844574,0.627117946002104,85,83,87,-1.53745272494762,2.46254727505238,-0.46103707995365,3.53896292004635
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",PVPC_Maturing Suburbs,63,All,15784,55232,3.99138367967562,1.14064310544612,0.671248683477009,0.627051068663439,63,61,65,1.99138367967562,5.99138367967562,-0.859356894553882,3.14064310544612
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",PVPC_Regional Urban Centers,84,All,245055,55232,0.342780192201751,1.52085747392816,0.0576468641461501,0.589134520653838,84,82,86,-1.65721980779825,2.34278019220175,-0.479142526071843,3.52085747392816
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",PVPC_Rural Towns,70,All,23906,55232,2.92813519618506,1.26738122827346,0.492437473623596,0.616973598938276,70,68,72,0.928135196185058,4.92813519618506,-0.732618771726535,3.26738122827346
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Somerville_2143,194,All,20535,55232,9.4472851229608,3.51245654692932,1.58879181009598,1.41770943654828,194,192,196,7.4472851229608,11.4472851229608,1.51245654692932,5.51245654692932
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Somerville_2144,127,All,29409,55232,4.31840593015744,2.29939165701043,0.726245464723919,0.885595245442818,127,125,129,2.31840593015744,6.31840593015744,0.299391657010429,4.29939165701043
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Somerville_2145,149,All,25810,55232,5.77295621851995,2.69771147161066,0.9708636333771,1.1001535153864,149,147,151,3.77295621851995,7.77295621851995,0.69771147161066,4.69771147161066
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",SRPEDD_Developing Suburbs,101,All,291925,55232,0.345979275498844,1.82865005793743,0.0581848681627626,0.640456165498999,101,99,103,-1.65402072450116,2.34597927549884,-0.171349942062572,3.82865005793743
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",SRPEDD_Maturing Suburbs,81,All,23184,55232,3.49378881987578,1.46654113557358,0.587565950532448,0.678923827864379,81,79,83,1.49378881987578,5.49378881987578,-0.53345886442642,3.46654113557358
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",SRPEDD_Regional Urban Centers,92,All,117632,55232,0.782100108813928,1.6657010428737,0.131529241616592,0.605199148120806,92,90,94,-1.21789989118607,2.78210010881393,-0.334298957126304,3.6657010428737
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",SSC_Developing Suburbs,95,All,43578,55232,2.17999908210565,1.72001738122827,0.36662010753209,0.69069477876756,95,93,97,0.17999908210565,4.17999908210565,-0.279982618771727,3.72001738122827
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",SSC_Maturing Suburbs,119,All,205187,55232,0.579958769317744,2.15454808806489,0.0975342366502637,0.655298729692455,119,117,121,-1.42004123068226,2.57995876931774,0.15454808806489,4.15454808806489
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",SWAP_Developing Suburbs,99,All,109836,55232,0.901343821697804,1.79243916570104,0.151582985307982,0.73349492288492,99,97,101,-1.0986561783022,2.9013438216978,-0.207560834298957,3.79243916570104
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",SWAP_Regional Urban Centers,81,All,27999,55232,2.89296046287367,1.46654113557358,0.486521982825968,0.70092289302189,81,79,83,0.892960462873674,4.89296046287367,-0.53345886442642,3.46654113557358
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",TRIC_Developing Suburbs,99,All,46524,55232,2.1279339695641,1.79243916570104,0.357864086800091,0.672361857537188,99,97,101,0.127933969564096,4.1279339695641,-0.207560834298957,3.79243916570104
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",TRIC_Maturing Suburbs,120,All,176335,55232,0.68052286840389,2.17265353418308,0.114446546900055,0.753467646822227,120,118,122,-1.31947713159611,2.68052286840389,0.172653534183082,4.17265353418308
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",TRIC_Regional Urban Centers,95,All,28602,55232,3.32144605272359,1.72001738122827,0.558582303546375,0.681804237093496,95,93,97,1.32144605272359,5.32144605272359,-0.279982618771727,3.72001738122827
"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",Worcester_Burncoat,80,All,39294,55232,2.03593423932407,1.44843568945539,0.342392084416979,0.624693817869665,80,78,82,0.03593423932407,4.03593423932407,-0.551564310544612,3.44843568945539
